PAS gene loc
human171311 ZNF264 intron
human171312 ZNF264 intron
human171320 ZNF264 cds
human171323 ZNF264 utr3
human171327 ZNF264 utr3
human171330 ZNF805 cds
human171331 ZNF805 utr3
human171333 ZNF805 utr3
human171334 ZNF805 utr3
human171336 ZNF805 utr3
human171337 ZNF805 utr3
human171348 ZNF460 utr5
human171350 ZNF460 utr3
human171352 ZNF460 utr3
chimp154687 ZNF460 utr3
chimp154688 ZNF460 utr3
human171353 ZNF460 utr3
chimp154689 ZNF460 end
human171356 ZNF460 end
human171387 ZNF304 utr5
human171390 ZNF304 utr3
human171391 ZNF304 utr3
human171403 ZNF548 intron
human171404 ZNF548 intron
human171406 ZNF548 utr3
human171407 ZNF548 utr3
human171408 ZNF548 utr3
human171410 ZNF548 utr3
human171411 ZNF548 utr3
human171413 ZNF548 end
human171415 ZNF17 utr5
human171416 ZNF17 intron
human171417 ZNF17 intron
human171422 ZNF17 utr3
human171424 ZNF17 utr3
human171427 ZNF17 end
human171430 ZNF749 intron
human171433 ZNF749 intron
human171434 ZNF749 intron
human171436 ZNF749 intron
human171438 ZNF749 intron
human171439 ZNF749 utr3
human171440 ZNF749 utr3
human171443 ZNF749 end
human171444 ZNF749 end
human171456 ZNF772 end
human171458 ZNF772 end
human171459 ZNF772 end
human171460 ZNF772 utr3
human171464 ZNF772 intron
human171465 ZNF772 utr5
human171469 ZNF419 intron
human171471 ZNF419 utr3
human171476 ZNF773 end
human171483 ZNF549 intron
human171484 ZNF549 intron
human171487 ZNF549 intron
human171488 ZNF549 intron
human171492 ZNF549 utr3
human171494 ZNF549 utr3
human171496 ZNF550 utr3
human171497 ZNF549 end
human171502 ZNF550 utr3
human171509 ZNF550 intron
human171528 ZNF530 utr3
human171532 ZNF530 utr3
human171534 ZNF530 end
human171535 ZNF530 end
human171538 ZNF530 end
human171542 ZNF134 utr3
human171543 ZNF134 utr3
human171544 ZNF134 utr3
chimp154824 ZNF134 utr3
human171547 ZNF134 utr3
human171550 ZNF211 utr5
human171553 ZNF211 utr3
human171554 ZNF211 utr3
human171586 ZNF776 intron
human171587 ZNF776 cds
human171593 ZNF776 utr3
human171594 ZNF586 intron
human171595 ZNF586 intron
human171597 ZNF586 intron
human171598 ZNF586 cds
human171600 ZNF586 utr3
human171601 ZNF586 utr3
chimp154883 ZNF586 utr3
human171626 ZNF552 end
human171628 ZNF552 end
human171630 ZNF552 utr3
human171632 ZNF552 utr3
human171656 ZNF587B intron
human171662 ZNF587B intron
chimp154923 ZNF587B intron
human171665 ZNF587B utr3
human171669 ZNF587B end
human171672 ZNF587 intron
human171677 ZNF587 utr3
human171680 ZNF587 utr3
human171681 ZNF587 utr3
human171682 ZNF587 utr3
human171687 ZNF587 end
human171688 ZNF587 end
human171691 ZNF814 utr3
chimp154952 ZNF814 cds
human171696 ZNF814 cds
human171703 ZNF814 intron
human171704 ZNF814 intron
human171705 ZNF814 intron
human171706 ZNF417 end
human171707 ZNF417 end
human171712 ZNF417 end
human171713 ZNF417 end
human171716 ZNF417 utr3
human171717 ZNF417 utr3
human171719 ZNF417 utr3
human171736 ZNF606 utr3
human171737 ZNF606 utr3
human171738 ZNF606 utr3
human171739 ZNF606 utr3
human171744 ZNF606 intron
human171745 ZNF606 intron
human171746 ZNF606 intron
human171747 ZNF606 intron
human171751 LOC100128398 utr5
human171752 LOC100128398 utr5
human171756 LOC100128398 utr5
human171757 LOC100128398 utr5
human171758 LOC100128398 end
human171762 LOC100128398 end
human171765 ZSCAN18 utr3
human171767 ZSCAN18 intron
human171769 ZSCAN18 intron
human171774 ZNF274 intron
chimp155023 ZNF274 intron
human171776 ZNF274 intron
human171779 ZNF274 intron
human171786 ZNF274 intron
human171787 ZNF274 intron
human171790 ZNF274 utr3
human171793 ZNF274 utr3
human171797 ZNF544 intron
human171808 ZNF544 utr3
human171818 ZNF544 intron
human171830 ZNF544 utr3
human171833 ZNF544 utr3
human171850 ZNF544 utr3
human171855 ZNF544 utr3
human171869 ZNF8-ERVK3-1 intron
human171871 ZNF8-ERVK3-1 utr5
human171873 ZNF8-ERVK3-1 intron
human171878 ZNF8-ERVK3-1 intron
human171881 ZNF8-ERVK3-1 intron
human171892 ZNF8-ERVK3-1 utr5
human171894 ZNF8-ERVK3-1 utr5
human171895 ZNF8-ERVK3-1 end
human171905 A1BG utr3
human171928 RPS5 utr3
human171932 ZNF584 utr3
human171936 ZNF584 end
human171959 ZNF446 utr3
human171961 ZNF446 end
human171971 ZBTB45 utr3
human171972 ZBTB45 intron
human171975 TRIM28 intron
human171978 TRIM28 intron
human171979 TRIM28 utr3
human171981 CHMP2A utr3
human171982 UBE2M end
chimp155178 UBE2M end
chimp155181 UBE2M end
human171985 UBE2M end
human171986 UBE2M utr3
human171988 MZF1 end
human171989 MZF1-AS1 utr5
human171991 MZF1 utr3
human171993 MZF1-AS1 intron
human171995 MZF1-AS1 intron
human171997 MZF1-AS1 intron
human171998 MZF1-AS1 intron
human171999 MZF1-AS1 intron
human172000 MZF1 intron
human172002 MZF1-AS1 utr5
human172003 MZF1-AS1 utr5
human172004 MZF1-AS1 end
human172011 SH3YL1 utr3
human172014 SH3YL1 utr3
human172018 SH3YL1 utr3
human172023 SH3YL1 intron
chimp171020 SH3YL1 intron
human172030 SH3YL1 intron
chimp171021 SH3YL1 intron
human172038 ACP1 end
chimp171029 ACP1 end
human172041 ACP1 end
chimp171035 ACP1 end
human172042 ACP1 utr3
human172043 ACP1 utr3
chimp171052 TMEM18 utr3
human172054 TMEM18 utr3
human172055 TMEM18 utr3
human172056 TMEM18 utr3
human172058 TMEM18 intron
human172059 TMEM18 intron
chimp171059 TMEM18 intron
human172077 EIPR1 utr3
human172083 EIPR1 intron
chimp171112 EIPR1 intron
human172126 EIPR1 intron
human172135 EIPR1 intron
chimp171172 ADI1 utr3
chimp171173 ADI1 utr3
human172141 ADI1 cds
human172143 ADI1 intron
human172144 ADI1 utr5
human172145 ADI1 utr5
human172152 RNASEH1 utr3
human172158 RNASEH1 utr3
human172159 RNASEH1 utr3
human172160 RNASEH1 utr3
chimp171195 RNASEH1 utr3
human172162 RNASEH1 intron
human172173 RPS7 cds
human172179 RPS7 intron
human172180 RPS7 utr3
human172217 RSAD2 intron
human172219 RSAD2 intron
human172220 RSAD2 intron
human172223 RSAD2 intron
human172224 RSAD2 cds
human172227 RSAD2 utr3
human172229 RSAD2 utr3
human172230 RSAD2 end
human172270 RNF144A utr3
human172272 RNF144A utr3
human172330 KIDINS220 utr3
human172332 KIDINS220 utr3
human172333 KIDINS220 utr3
human172336 KIDINS220 cds
human172353 KIDINS220 utr3
human172365 KIDINS220 utr3
human172425 ITGB1BP1 utr3
human172427 ITGB1BP1 intron
chimp171464 ITGB1BP1 intron
human172432 ITGB1BP1 utr3
human172434 ITGB1BP1 utr5
human172436 ITGB1BP1 intron
human172442 CPSF3 cds
chimp171476 CPSF3 cds
human172444 CPSF3 intron
human172445 CPSF3 intron
human172456 CPSF3 utr3
human172462 IAH1 intron
human172463 IAH1 intron
human172464 IAH1 intron
human172467 ADAM17 utr3
human172469 IAH1 end
human172473 IAH1 end
human172476 ADAM17 cds
human172483 IAH1 utr5
human172486 IAH1 end
chimp171524 ADAM17 cds
human172519 ADAM17 intron
human172529 YWHAQ utr3
human172530 YWHAQ utr3
human172531 YWHAQ utr3
human172540 YWHAQ cds
human172541 YWHAQ cds
human172547 YWHAQ intron
human172579 TAF1B intron
human172581 TAF1B intron
human172582 TAF1B intron
chimp171630 TAF1B intron
human172598 TAF1B intron
human172600 TAF1B utr3
human172602 TAF1B end
human172604 TAF1B end
human172605 TAF1B end
human172606 TAF1B end
human172649 RRM2 intron
human172654 RRM2 utr3
human172655 RRM2 utr3
human172659 RRM2 utr3
human172662 RRM2 end
human172670 C2orf48 intron
chimp171685 C2orf48 intron
human172673 C2orf48 intron
human172677 C2orf48 intron
human172683 C2orf48 intron
human172685 C2orf48 intron
human172687 C2orf48 intron
human172693 C2orf48 utr3
human172722 ODC1 utr3
human172725 ODC1 cds
human172726 ODC1 cds
human172729 ODC1 cds
human172741 NOL10 utr3
human172755 NOL10 utr3
human172756 NOL10 utr3
human172757 NOL10 utr3
human172760 NOL10 utr3
human172771 NOL10 intron
human172782 NOL10 intron
human172784 NOL10 intron
human172811 PDIA6 utr3
human172812 PDIA6 utr3
human172818 PDIA6 cds
human172838 PQLC3 utr5
human172839 PQLC3 utr5
human172843 PQLC3 utr3
human172859 ROCK2 cds
chimp171844 ROCK2 cds
human172875 ROCK2 cds
human172898 ROCK2 cds
human172899 ROCK2 cds
human172916 E2F6 end
human172917 E2F6 utr3
human172918 E2F6 utr3
human172919 E2F6 utr3
chimp171922 E2F6 utr3
chimp171923 E2F6 utr3
human172921 E2F6 intron
human172926 E2F6 intron
human172927 E2F6 intron
chimp171931 E2F6 utr3
human172945 LPIN1 utr5
human172949 MIR548S end
human172976 LPIN1 utr3
chimp172002 LPIN1 utr3
human172978 MIR3681HG intron
human172981 MIR3681HG intron
chimp172318 MIR3681HG intron
human173005 LOC105373438 intron
human173006 LOC105373438 intron
human173033 LOC105373438 intron
human173034 LOC105373438 intron
human173038 LOC105373438 intron
human173049 LOC105373438 utr5
human173050 LOC105373438 end
human173074 NBAS utr3
human173146 NBAS utr3
human173191 NBAS utr3
human173232 DDX1 cds
human173234 DDX1 cds
chimp172746 DDX1 cds
human173248 DDX1 cds
human173253 DDX1 utr3
human173258 FAM49A utr3
human173269 FAM49A intron
human173286 FAM49A intron
human173338 SMC6 utr3
chimp172908 SMC6 utr3
human173339 SMC6 utr3
human173340 SMC6 utr3
human173342 SMC6 utr3
human173381 GEN1 intron
human173389 GEN1 cds
human173393 GEN1 intron
human173394 GEN1 intron
human173400 GEN1 cds
human173403 GEN1 utr3
human173409 GEN1 utr3
human173414 RDH14 utr3
chimp173002 RDH14 utr3
human173415 RDH14 utr3
human173526 TTC32 utr3
human173529 TTC32 intron
human173530 TTC32 intron
human173531 TTC32 intron
human173532 TTC32 intron
chimp173114 WDR35 intron
human173552 WDR35 intron
human173553 WDR35 intron
human173557 WDR35 intron
human173560 WDR35 utr3
human173562 WDR35 intron
human173566 WDR35 intron
chimp173132 LAPTM4A utr3
human173591 SDC1 utr3
human173592 SDC1 utr3
human173601 PUM2 utr3
human173604 PUM2 utr3
human173608 PUM2 utr3
human173609 PUM2 utr3
human173635 PUM2 intron
human173636 PUM2 intron
human173698 HS1BP3 intron
human173701 HS1BP3 intron
human173705 HS1BP3 utr3
human173706 HS1BP3 utr3
human173707 HS1BP3 intron
chimp173250 HS1BP3 intron
human173708 HS1BP3 intron
human173711 HS1BP3 intron
human173712 HS1BP3 intron
human173718 LDAH utr3
human173732 LDAH intron
human173774 LDAH intron
human173775 LDAH intron
human173908 ATAD2B utr3
human173979 ATAD2B utr3
human173980 ATAD2B utr3
human173981 ATAD2B utr3
human173993 UBXN2A utr5
human174000 UBXN2A intron
human174010 UBXN2A utr5
human174012 UBXN2A intron
chimp173413 UBXN2A cds
human174018 UBXN2A cds
chimp173415 UBXN2A cds
human174022 UBXN2A end
chimp173423 UBXN2A end
human174027 WDCP utr3
human174029 WDCP intron
human174030 WDCP utr5
human174033 SF3B6 utr3
human174034 SF3B6 cds
human174035 SF3B6 intron
human174037 TP53I3 end
human174038 TP53I3 end
human174041 TP53I3 utr3
human174044 TP53I3 cds
chimp173450 TP53I3 cds
chimp173451 TP53I3 intron
human174046 FAM228B intron
human174048 FAM228B intron
human174053 FAM228B intron
human174060 FAM228B intron
human174077 FAM228B utr3
human174102 ITSN2 utr3
human174145 ITSN2 utr3
human174150 ITSN2 utr3
human174179 ITSN2 utr3
human174306 NCOA1 cds
human174320 NCOA1 cds
human174342 NCOA1 utr3
human174346 NCOA1 utr3
human174355 CENPO intron
human174358 CENPO cds
human174363 CENPO end
human174364 ADCY3 utr3
human174366 CENPO utr3
human174368 CENPO utr3
human174371 CENPO end
human174406 ADCY3 intron
human174438 DNMT3A end
human174443 DNMT3A utr3
human174451 DNMT3A utr3
human174519 DTNB utr3
human174564 LOC101929272 utr5
human174567 LOC101929272 intron
human174577 LOC101929272 utr5
human174584 LOC101929272 end
human174604 LOC101929272 utr5
human174605 LOC101929272 end
human174607 LOC101929272 end
human174664 DTNB intron
chimp173965 DTNB intron
human174715 DTNB intron
human174721 DTNB intron
human174727 DTNB intron
human174728 DTNB utr3
human174733 ASXL2 utr3
human174740 ASXL2 utr3
human174758 ASXL2 intron
human174765 ASXL2 cds
human174783 ASXL2 intron
human174793 RAB10 cds
human174816 RAB10 intron
chimp174084 RAB10 intron
human174830 RAB10 intron
human174867 RAB10 cds
human174870 RAB10 utr3
human174875 RAB10 utr3
human174881 HADHA utr3
human174882 HADHA utr3
human174887 HADHA cds
human174897 HADHA cds
human174911 HADHB intron
chimp174177 HADHB cds
human174930 HADHB utr3
human174931 HADHB utr3
human174932 HADHB utr3
human174952 SELENOI intron
chimp174215 SELENOI intron
human174971 SELENOI cds
human174973 SELENOI intron
human174979 SELENOI utr3
human174980 SELENOI utr3
human174981 SELENOI utr3
human174982 SELENOI utr3
human174986 SELENOI utr3
human174998 SLC35F6 intron
human174999 SLC35F6 utr3
human175000 SLC35F6 utr3
human175004 CENPA utr3
human175005 CENPA utr3
human175007 CENPA end
human175008 CENPA end
human175026 TMEM214 cds
human175032 TMEM214 utr3
human175050 AGBL5 utr3
human175057 OST4 end
human175058 OST4 end
human175063 AGBL5 utr3
human175064 OST4 utr3
human175065 OST4 utr3
human175072 PREB end
human175073 PREB utr3
human175075 SLC5A6 utr3
human175076 SLC5A6 utr3
human175088 ATRAID utr3
human175089 ATRAID end
human175104 CAD utr3
human175105 CAD utr3
human175110 UCN utr3
human175111 MPV17 utr3
human175117 MPV17 cds
human175119 MPV17 intron
human175125 GTF3C2 utr3
human175126 GTF3C2 utr3
human175134 GTF3C2 cds
human175137 GTF3C2 cds
human175143 GTF3C2 intron
human175155 EIF2B4 utr3
human175164 EIF2B4 cds
chimp174394 EIF2B4 cds
human175168 SNX17 utr3
human175169 SNX17 utr3
human175170 ZNF513 utr3
human175172 PPM1G utr3
human175176 PPM1G cds
human175180 PPM1G cds
human175196 NRBP1 cds
human175205 NRBP1 utr3
chimp174432 C2orf16 end
human175225 C2orf16 end
human175226 C2orf16 end
human175227 C2orf16 end
human175229 C2orf16 end
human175243 ZNF512 cds
human175247 ZNF512 utr3
human175248 ZNF512 utr3
human175256 GPN1 cds
human175259 SUPT7L utr3
human175262 SUPT7L end
human175266 GPN1 utr3
human175265 SUPT7L utr3
chimp174477 SUPT7L utr3
human175270 SUPT7L utr3
human175277 SUPT7L intron
human175278 SUPT7L utr3
human175281 SLC4A1AP cds
human175283 SLC4A1AP cds
human175290 SLC4A1AP cds
human175291 SLC4A1AP cds
chimp174496 SLC4A1AP cds
chimp174497 SLC4A1AP cds
human175296 SLC4A1AP utr3
human175298 MRPL33 cds
human175300 MRPL33 cds
human175301 MRPL33 cds
human175302 MRPL33 utr3
human175314 BABAM2 utr5
human175337 MIR4263 end
human175398 BABAM2 intron
human175462 BABAM2 utr3
human175490 PPP1CB intron
human175492 PPP1CB intron
human175500 PPP1CB intron
human175501 PPP1CB intron
chimp174661 PPP1CB intron
human175514 PPP1CB utr3
human175518 PPP1CB utr3
human175519 PPP1CB utr3
human175521 PPP1CB utr3
human175524 PPP1CB utr3
human175537 TRMT61B utr3
human175545 TRMT61B end
human175547 TRMT61B end
human175554 TRMT61B utr3
human175555 TRMT61B utr3
human175562 WDR43 cds
human175567 WDR43 intron
human175593 WDR43 intron
human175618 WDR43 cds
human175621 WDR43 utr3
human175632 CLIP4 intron
human175638 CLIP4 cds
human175644 CLIP4 intron
human175646 CLIP4 cds
human175659 CLIP4 utr3
human175673 CLIP4 utr3
human175674 CLIP4 utr3
human175699 YPEL5 intron
human175701 YPEL5 utr3
human175702 YPEL5 utr3
human175703 YPEL5 utr3
human175706 YPEL5 utr3
human175707 YPEL5 end
human175709 LBH intron
human175712 LBH cds
chimp174807 LBH utr3
human175714 LBH utr3
human175727 LCLAT1 intron
chimp174857 LCLAT1 intron
human175775 LCLAT1 intron
human175777 LCLAT1 intron
human175793 LCLAT1 utr3
human175842 MEMO1 intron
human175860 MEMO1 intron
human175862 MEMO1 intron
human175884 MEMO1 intron
human175894 MEMO1 intron
human175925 DPY30 end
human175933 DPY30 utr3
human175937 DPY30 utr3
chimp175025 DPY30 utr3
human175939 SPAST intron
human175941 SPAST cds
human175944 SPAST intron
human175958 SPAST utr3
human175959 SPAST utr3
chimp175048 SPAST utr3
human175961 SPAST utr3
human175971 SLC30A6 intron
human175982 SLC30A6 end
human175983 SLC30A6 end
human175987 SLC30A6 utr3
human175988 SLC30A6 utr3
human175991 SLC30A6 utr3
human175995 SLC30A6 end
human176020 YIPF4 utr3
human176021 YIPF4 utr3
human176023 YIPF4 utr3
human176025 YIPF4 end
chimp175103 YIPF4 end
human176071 BIRC6 cds
human176097 BIRC6 cds
human176099 BIRC6 cds
human176100 BIRC6 cds
chimp175236 BIRC6 utr3
human176224 TTC27 cds
human176251 TTC27 intron
human176252 TTC27 intron
human176275 TTC27 utr3
human176387 RASGRP3 utr3
human176390 RASGRP3 utr3
human176391 RASGRP3 utr3
human176406 FAM98A utr3
chimp175470 FAM98A intron
human176419 FAM98A intron
human176601 FEZ2 intron
human176608 FEZ2 intron
human176612 FEZ2 intron
human176624 FEZ2 utr3
human176626 FEZ2 utr3
chimp175522 FEZ2 intron
human176631 FEZ2 intron
human176632 FEZ2 intron
human176633 FEZ2 intron
human176640 STRN utr3
human176642 STRN utr3
human176660 STRN cds
human176668 STRN intron
human176673 STRN intron
human176674 STRN intron
chimp175582 STRN cds
human176688 HEATR5B utr3
human176689 HEATR5B utr3
human176698 HEATR5B intron
human176699 HEATR5B intron
human176707 HEATR5B intron
human176712 HEATR5B intron
chimp175616 HEATR5B utr3
chimp175617 HEATR5B utr3
human176729 GPATCH11 intron
human176733 GPATCH11 cds
human176734 GPATCH11 cds
human176735 GPATCH11 cds
human176737 GPATCH11 cds
human176739 GPATCH11 utr3
human176743 GPATCH11 utr3
human176742 EIF2AK2 utr3
human176790 EIF2AK2 intron
human176805 EIF2AK2 cds
human176806 EIF2AK2 cds
human176812 EIF2AK2 intron
human176813 EIF2AK2 intron
human176818 EIF2AK2 intron
human176820 CEBPZOS utr5
human176824 CEBPZ utr3
human176831 CEBPZOS utr3
human176834 CEBPZOS end
chimp175722 CEBPZ cds
human176839 CEBPZ cds
chimp175723 CEBPZ cds
human176840 CEBPZ cds
human176841 CEBPZ cds
human176854 CEBPZ cds
human176871 NDUFAF7 cds
human176872 NDUFAF7 utr3
human176873 NDUFAF7 utr3
human176875 PRKD3 utr3
human176878 NDUFAF7 end
human176881 PRKD3 utr3
human176886 NDUFAF7 end
human176889 NDUFAF7 end
human176890 PRKD3 intron
human176892 PRKD3 intron
chimp175780 NDUFAF7 end
human176900 PRKD3 intron
human176915 PRKD3 cds
human176916 PRKD3 cds
human176923 PRKD3 utr5
human177105 RMDN2 utr5
human177120 RMDN2 intron
human177123 RMDN2 cds
human177124 RMDN2 intron
human177129 RMDN2 intron
human177158 CYP1B1 end
human177159 CYP1B1 utr3
chimp175854 CYP1B1 utr3
human177160 CYP1B1 utr3
human177161 CYP1B1 utr3
human177197 ATL2 utr3
human177198 ATL2 utr3
human177199 ATL2 utr3
human177203 ATL2 intron
human177204 ATL2 cds
human177206 ATL2 cds
human177207 ATL2 cds
chimp175894 ATL2 intron
chimp175926 HNRNPLL utr3
human177250 HNRNPLL utr3
human177257 HNRNPLL intron
human177258 HNRNPLL intron
human177272 HNRNPLL intron
human177275 HNRNPLL intron
human177302 GALM intron
human177303 GALM intron
human177304 GALM intron
human177311 GALM intron
human177316 GALM utr3
human177320 SRSF7 utr3
human177321 SRSF7 utr3
human177324 SRSF7 utr3
chimp175993 SRSF7 intron
human177336 GEMIN6 cds
human177337 GEMIN6 cds
human177338 GEMIN6 cds
human177339 GEMIN6 utr3
human177340 GEMIN6 end
human177341 GEMIN6 end
human177342 DHX57 utr3
human177343 DHX57 utr3
human177351 DHX57 utr3
chimp176016 DHX57 utr3
human177357 DHX57 intron
human177360 DHX57 intron
chimp176024 DHX57 utr3
human177363 DHX57 utr3
human177401 SOS1 cds
human177412 SOS1 cds
human177454 SOS1 intron
human177455 SOS1 intron
human177472 SOS1 intron
human177596 THUMPD2 end
human177601 THUMPD2 utr3
chimp176196 THUMPD2 intron
human177609 THUMPD2 intron
human177610 THUMPD2 intron
human177611 THUMPD2 intron
human177618 THUMPD2 end
chimp176200 THUMPD2 end
human177710 EML4 cds
human177779 EML4 utr3
human177784 COX7A2L intron
human177790 COX7A2L utr3
human177797 COX7A2L utr3
human177804 MTA3 cds
human177808 MTA3 cds
human177850 MTA3 utr3
human177851 MTA3 utr3
human177866 OXER1 utr3
human177867 HAAO utr3
human177868 HAAO intron
human177872 HAAO intron
human177901 ZFP36L2 end
human177903 ZFP36L2 utr3
human177904 ZFP36L2 utr3
chimp176602 ZFP36L2 utr3
human177905 ZFP36L2 utr3
human177906 ZFP36L2 utr3
human177912 THADA utr3
human178005 THADA utr3
human178034 DYNC2LI1 cds
human178035 LOC105374571 utr5
chimp176723 LOC105374571 end
human178036 LOC105374571 end
human178037 LOC105374571 end
human178038 LOC105374571 end
human178039 DYNC2LI1 intron
human178053 DYNC2LI1 utr3
human178055 LRPPRC utr3
human178056 LRPPRC utr3
human178057 LRPPRC utr3
human178092 LRPPRC utr3
human178102 LRPPRC intron
human178111 LRPPRC utr3
human178119 LRPPRC intron
human178132 PPM1B cds
human178142 PPM1B intron
human178151 PPM1B end
human178159 PPM1B utr3
human178162 PPM1B utr3
human178174 PREPL utr3
human178176 PREPL utr3
human178177 PREPL utr3
human178179 PREPL utr3
human178182 PREPL cds
human178189 PREPL cds
human178198 PREPL utr5
human178199 CAMKMT cds
human178365 CAMKMT utr3
human178415 SRBD1 utr3
human178416 SRBD1 utr3
human178444 SRBD1 intron
human178492 SRBD1 intron
chimp177073 SRBD1 utr3
human178501 SRBD1 intron
human178537 PRKCE intron
human178724 RHOQ cds
human178733 RHOQ intron
human178738 RHOQ intron
human178751 RHOQ intron
human178765 RHOQ utr3
chimp177320 RHOQ utr3
human178776 RHOQ utr3
human178777 RHOQ utr3
human178778 PIGF intron
human178779 PIGF intron
human178800 PIGF intron
human178808 PIGF intron
human178811 PIGF utr5
human178812 CRIPT cds
human178813 CRIPT utr3
human178814 CRIPT utr3
human178838 SOCS5 intron
human178842 SOCS5 intron
human178843 SOCS5 intron
human178845 SOCS5 intron
human178855 SOCS5 intron
human178863 SOCS5 cds
human178864 SOCS5 utr3
chimp177374 SOCS5 end
human178878 MCFD2 utr3
human178882 MCFD2 utr3
human178883 MCFD2 utr3
human178903 TTC7A cds
human178914 TTC7A intron
human178918 TTC7A intron
human178922 TTC7A cds
human178956 TTC7A utr3
human178959 TTC7A utr3
human178969 CALM2 utr3
human178972 CALM2 cds
human178973 CALM2 cds
human178980 CALM2 intron
human178988 CALM2 intron
human178990 CALM2 cds
human179001 MSH2 cds
human179002 MSH2 intron
human179018 MSH2 utr3
human179035 MSH6 cds
human179037 MSH6 cds
human179038 MSH6 cds
human179039 MSH6 cds
human179040 MSH6 cds
human179045 MSH6 cds
human179053 MSH6 utr3
human179054 FBXO11 utr3
human179055 FBXO11 utr3
human179075 FBXO11 cds
human179114 FBXO11 intron
human179121 FBXO11 intron
human179180 FOXN2 intron
human179189 FOXN2 intron
human179203 FOXN2 intron
human179204 FOXN2 intron
human179209 FOXN2 cds
human179210 FOXN2 cds
human179212 FOXN2 utr3
chimp177625 FOXN2 utr3
human179216 PPP1R21 intron
human179221 PPP1R21 intron
human179225 PPP1R21 intron
human179228 PPP1R21 cds
human179231 PPP1R21 cds
chimp177640 PPP1R21 cds
human179233 PPP1R21 cds
human179240 PPP1R21 intron
chimp177655 PPP1R21 intron
human179249 PPP1R21 cds
human179300 ASB3 utr3
human179301 GPR75-ASB3 utr3
human179321 GPR75-ASB3 intron
human179330 GPR75-ASB3 intron
chimp177778 GPR75-ASB3 intron
human179333 GPR75-ASB3 intron
human179353 GPR75-ASB3 intron
chimp177801 GPR75-ASB3 intron
human179355 GPR75-ASB3 intron
human179358 ASB3 utr5
human179361 ERLEC1 cds
human179362 ERLEC1 cds
human179363 ERLEC1 cds
human179369 ERLEC1 intron
human179370 ERLEC1 intron
human179371 ERLEC1 intron
human179376 ERLEC1 utr3
human179377 ERLEC1 utr3
human179394 PSME4 utr3
human179395 PSME4 utr3
chimp177868 PSME4 intron
human179426 PSME4 intron
human179460 ACYP2 cds
human179463 ACYP2 intron
human179478 ACYP2 intron
human179479 ACYP2 intron
human179509 ACYP2 intron
human179518 ACYP2 intron
human179535 ACYP2 utr3
human179628 SPTBN1 cds
human179636 SPTBN1 utr3
human179643 SPTBN1 utr3
human179644 SPTBN1 utr3
human179654 RTN4 utr3
chimp178100 RTN4 intron
human179674 RTN4 intron
human179690 RTN4 intron
human179708 RTN4 utr5
human179710 RTN4 intron
human179720 CLHC1 utr3
human179723 CLHC1 intron
human179724 CLHC1 intron
chimp178152 CLHC1 intron
human179732 CLHC1 utr3
human179733 MTIF2 end
human179741 RPS27A utr3
human179744 MTIF2 utr3
chimp178172 MTIF2 cds
human179747 MTIF2 cds
human179748 MTIF2 cds
chimp178175 MTIF2 cds
human179751 MTIF2 cds
human179786 CCDC88A utr3
human179809 CCDC88A cds
human179839 CCDC88A cds
human179841 CFAP36 cds
human179842 CFAP36 cds
human179850 CFAP36 cds
human179851 CFAP36 cds
human179868 CFAP36 utr3
human179870 PPP4R3B utr3
human179874 PPP4R3B utr3
human179880 PPP4R3B utr3
human179886 PPP4R3B intron
human179897 PPP4R3B utr3
human179918 PPP4R3B intron
human179944 PNPT1 utr3
human179948 PNPT1 utr3
chimp178351 PNPT1 utr3
human179949 PNPT1 utr3
chimp178355 PNPT1 utr3
human179964 PNPT1 utr3
human179965 PNPT1 intron
human179966 PNPT1 utr3
human179967 PNPT1 intron
human179981 PNPT1 utr3
human180042 LOC107984043 end
human180043 LOC107984043 end
human180045 LOC107984043 intron
human180046 LOC107984043 intron
human180048 LOC107984043 intron
human180050 LOC107984043 intron
human180051 LOC107984043 intron
chimp178431 VRK2 cds
human180056 VRK2 intron
human180080 VRK2 intron
human180143 FANCL utr3
human180144 VRK2 utr3
chimp178514 FANCL utr3
human180146 FANCL utr3
human180149 VRK2 utr3
human180176 FANCL intron
human180185 FANCL intron
human180186 FANCL intron
human180188 FANCL intron
human180192 FANCL intron
human180202 BCL11A utr3
chimp178783 BCL11A utr3
human180207 BCL11A intron
human180209 BCL11A intron
human180214 BCL11A intron
human180220 BCL11A intron
human180221 BCL11A intron
chimp178801 BCL11A intron
human180226 BCL11A intron
human180231 PAPOLG utr5
human180233 PAPOLG cds
human180234 PAPOLG cds
human180235 PAPOLG intron
human180236 PAPOLG intron
human180240 PAPOLG intron
human180241 PAPOLG intron
human180242 PAPOLG intron
human180247 PAPOLG intron
human180250 PAPOLG utr3
human180252 PAPOLG utr3
human180269 REL cds
chimp178860 REL cds
human180309 REL end
human180325 PUS10 utr3
human180326 PUS10 utr3
chimp178931 PUS10 utr3
human180337 PUS10 intron
chimp178954 PUS10 intron
human180340 PUS10 intron
human180345 PUS10 intron
chimp178970 PUS10 cds
human180353 PUS10 intron
human180360 PEX13 intron
human180366 PEX13 intron
human180367 PEX13 intron
human180370 PEX13 intron
human180372 PEX13 intron
human180376 PEX13 intron
human180379 PEX13 cds
human180381 PEX13 utr3
human180390 KIAA1841 cds
human180392 KIAA1841 intron
human180394 KIAA1841 intron
human180400 KIAA1841 cds
chimp179017 KIAA1841 cds
